0,0.69,0.96,0,0,0.65,0,0,False,True,True,False,0.8
0,0.69,0.96,0,0,0.65,0,0,False,True,True,True,0.4
0,0.69,0.96,0,0,0,0,0,False,True,True,True,0.4
0,0.69,0.96,0,0,0.65,0,0,True,True,True,True,0.4
0.69,0.69,0.96,0,0,0.65,0,0,True,True,True,True,0.4
0,0.69,0.96,0,0,0.65,0,0,True,True,True,True,0.4
0,0.69,0.96,0,0,0.65,0,0,True,False,False,True,0.2
0.69,0,0,0.99,0.71,0,0,0,True,False,False,True,0.8
0.69,0,0,0.99,0.71,0,0,0,True,False,True,True,0.4
0.69,0,0,0.99,0,0,0,0,True,False,True,True,0.4
0.69,0,0,0.99,0.71,0,0,0,True,True,True,True,0.4
0.69,0.69,0,0.99,0.71,0,0,0,True,True,True,True,0.4
0.69,0,0,0.99,0.71,0,0,0,True,True,True,True,0.4
0.69,0,0,0.99,0.71,0,0,0,False,True,True,False,0.2
